agent_id,affiliation_id,affiliation_strength
509,35,Unknown
509,36,Medium
509,40,Medium
509,42,Low
509,43,Low
509,44,Unknown
510,5,Unknown
510,7,Medium
510,32,Low
510,33,Medium
510,35,Low
510,38,Low
510,40,Medium
510,41,Low
510,43,High
510,45,Low
511,1,Medium
511,7,Low
511,13,Medium
511,14,Medium
511,16,Low
511,20,Low
511,38,Unknown
511,42,Unknown
511,44,Medium
511,45,Low
511,46,Medium
512,1,Medium
512,6,Unknown
512,15,Unknown
512,16,High
512,18,Medium
512,23,Low
512,28,High
512,30,Medium
512,37,Medium
512,40,Low
513,3,High
513,4,Low
513,5,Unknown
513,15,Unknown
513,16,Medium
513,17,Medium
513,25,Low
513,29,Medium
513,30,Low
513,32,Low
513,34,Unknown
513,40,Low
513,48,Low
513,49,Medium
513,50,Unknown
514,3,Low
514,6,Low
514,7,Medium
514,8,Medium
514,11,Unknown
514,14,Low
514,15,Medium
514,17,High
514,20,Medium
514,21,Medium
514,24,Low
514,30,Low
514,31,Low
514,33,Medium
514,35,Medium
514,38,Medium
514,41,Unknown
514,42,Low
515,3,Medium
515,9,High
515,13,Low
515,21,Low
515,26,Medium
515,31,Medium
515,34,Low
515,36,Low
515,39,Low
515,41,Unknown
515,43,Low
515,45,Unknown
516,5,Medium
516,14,Low
516,22,Unknown
516,24,Medium
516,26,High
516,33,Low
516,35,High
516,36,Medium
516,38,Low
516,42,Medium
516,44,Low
516,46,Medium
516,49,Medium
517,5,Unknown
517,11,High
517,16,Medium
517,19,Low
517,28,High
517,29,Low
517,31,Low
517,33,Unknown
517,35,High
517,36,Medium
517,37,Low
517,38,Medium
517,40,Medium
517,43,Medium
517,48,Unknown
517,50,Medium
518,8,High
518,9,Medium
518,10,Low
518,14,Medium
518,15,High
518,17,Low
518,18,Low
518,19,Unknown
518,22,Unknown
518,24,Medium
518,27,High
518,29,Medium
518,30,Medium
518,38,Low
518,39,Medium
518,40,Unknown
518,42,High
518,46,Unknown
518,48,Medium
519,5,Unknown
519,7,Low
519,8,Low
519,9,Unknown
519,13,Low
519,19,High
519,22,Unknown
519,27,Low
519,28,Unknown
519,33,High
519,41,Medium
519,43,Low
519,44,Low
519,45,Medium
519,49,Low
520,5,Medium
520,6,Low
520,7,High
520,9,Unknown
520,15,Unknown
520,18,High
520,19,Medium
520,20,Low
520,21,Medium
520,22,Medium
520,24,Low
520,28,Medium
520,29,High
520,30,High
520,34,High
520,35,Medium
520,37,Low
520,42,Medium
520,43,Low
520,44,High
520,47,Low
520,49,Medium
521,5,Medium
521,6,Unknown
521,8,Unknown
521,11,Medium
521,16,Low
521,19,Medium
521,34,Unknown
521,36,High
521,37,Unknown
521,38,Medium
521,39,Low
521,40,Unknown
521,42,Unknown
521,43,Medium
521,47,Unknown
522,1,Unknown
522,4,Medium
522,9,Unknown
522,11,Low
522,12,Low
522,13,Low
522,14,Medium
522,18,Low
522,19,High
522,23,Unknown
522,24,Medium
522,31,High
522,33,Medium
522,36,Medium
522,38,Low
522,41,High
522,47,High
522,48,Medium
523,1,Low
523,2,High
523,12,Unknown
523,15,Low
523,17,Medium
523,37,Medium
523,43,Low
523,48,Medium
524,1,Medium
524,2,Medium
524,6,Low
524,7,Low
524,14,High
524,28,Low
524,31,Medium
524,32,Unknown
524,38,Low
524,39,Low
524,40,High
524,44,Low
524,45,Medium
524,50,Medium
525,1,Low
525,3,Low
525,4,Low
525,8,Medium
525,21,Low
525,23,Low
525,35,Unknown
525,36,Low
525,38,High
525,40,High
525,48,Medium
526,4,Low
526,6,Low
526,9,Medium
526,12,Medium
526,20,High
526,27,Medium
526,29,Low
526,30,Medium
526,35,Low
526,37,Low
526,43,Unknown
526,45,Low
527,6,Low
527,7,High
527,11,Medium
527,17,Low
527,20,High
527,21,Unknown
527,27,High
527,31,Low
527,34,Unknown
527,39,Medium
527,40,Medium
527,41,Medium
527,42,Low
527,46,Medium
527,47,Unknown
527,49,Medium
528,2,Medium
528,5,High
528,23,Medium
528,25,Medium
528,29,Unknown
528,39,Unknown
528,44,High
528,47,Low
529,5,Medium
529,9,Medium
529,10,Medium
529,11,Medium
529,23,Low
529,25,Medium
529,30,Low
529,33,Medium
529,37,Medium
529,41,Medium
529,44,Unknown
529,45,Unknown
530,2,Unknown
530,6,Medium
530,14,Medium
530,15,Medium
530,16,Unknown
530,20,Unknown
530,23,Low
530,25,High
530,32,Unknown
530,34,Low
530,36,Medium
530,37,Low
530,47,Medium
531,1,Low
531,7,Unknown
531,20,Medium
531,22,Low
531,24,Medium
531,28,Unknown
531,31,Low
531,32,Low
531,35,Low
531,40,High
531,47,Medium
531,50,High
532,1,Unknown
532,6,Unknown
532,12,Low
532,13,Unknown
532,18,Medium
532,24,Unknown
532,25,Medium
532,26,Unknown
532,27,Unknown
532,31,Medium
532,35,Medium
532,40,Unknown
532,43,Medium
532,44,Unknown
532,45,Unknown
532,47,Low
532,48,Unknown
533,9,Low
533,10,Low
533,13,Medium
533,17,Low
533,18,Unknown
533,20,Low
533,23,Low
533,27,Medium
533,31,Low
533,33,Medium
533,34,High
533,36,Low
533,37,Low
533,45,Medium
533,49,High
533,50,Low
534,1,Low
534,3,Low
534,6,Medium
534,10,Low
534,15,High
534,17,Medium
534,21,High
534,22,Medium
534,27,Low
534,29,High
534,36,Low
534,38,Unknown
534,46,Low
534,49,High
535,3,Medium
535,9,Medium
535,10,Low
535,14,Low
535,15,Low
535,18,Medium
535,22,Low
535,23,Unknown
535,24,High
535,30,Unknown
535,33,High
535,34,Unknown
535,43,Medium
535,44,Unknown
535,46,Medium
535,47,Low
535,49,High
536,3,High
536,4,Medium
536,5,Low
536,11,High
536,20,High
536,21,High
536,25,Medium
536,27,Low
536,32,High
536,33,High
536,34,Low
536,38,Medium
536,39,Low
536,43,High
536,46,High
536,48,Unknown
537,3,High
537,4,Medium
537,6,Low
537,9,Low
537,10,High
537,12,Low
537,16,Medium
537,18,Unknown
537,20,Medium
537,22,Low
537,27,High
537,28,Unknown
537,29,Low
537,31,High
537,34,Medium
537,41,Medium
537,47,Unknown
537,50,Low
538,1,Low
538,2,Medium
538,3,Medium
538,4,High
538,5,Medium
538,11,Medium
538,14,Unknown
538,17,Unknown
538,24,High
538,26,Medium
538,28,High
538,32,Medium
538,33,Medium
538,40,Low
538,45,Low
538,46,High
538,49,High
539,2,Medium
539,3,Low
539,14,Unknown
539,17,Unknown
539,18,Medium
539,21,Medium
539,31,Unknown
539,32,High
539,34,High
539,39,Low
539,42,Unknown
539,48,Low
540,1,Low
540,5,Unknown
540,9,Low
540,12,Medium
540,13,Medium
540,18,High
540,19,Unknown
540,21,Low
540,30,Low
540,31,Medium
540,33,Medium
540,38,Low
540,39,Low
540,43,High
540,46,Medium
541,7,Medium
541,9,Unknown
541,10,Unknown
541,13,High
541,14,Unknown
541,16,High
541,17,Unknown
541,19,Low
541,22,High
541,28,Unknown
541,38,Low
541,43,High
541,45,Low
541,49,High
542,3,High
542,6,Medium
542,7,Medium
542,21,Low
542,26,Medium
542,27,High
542,28,Medium
542,32,High
542,36,Medium
542,40,High
542,41,Medium
542,45,Medium
542,48,Low
543,1,High
543,4,Unknown
543,7,Medium
543,8,Medium
543,10,Medium
543,11,Medium
543,12,Low
543,15,Low
543,17,Unknown
543,21,Unknown
543,22,Medium
543,24,Low
543,25,High
543,27,Medium
543,30,Unknown
543,35,High
543,37,Medium
543,41,Medium
543,47,Low
543,49,Medium
543,50,Medium
544,1,Unknown
544,6,Low
544,10,Low
544,12,Medium
544,14,Medium
544,17,High
544,22,Low
544,24,Unknown
544,27,Medium
544,34,Medium
544,35,Medium
544,37,Low
544,40,Unknown
544,41,High
545,1,Low
545,3,Low
545,5,Medium
545,10,Unknown
545,11,Unknown
545,13,Low
545,14,Low
545,15,Low
545,17,Medium
545,18,Unknown
545,21,Low
545,22,Medium
545,24,Low
545,28,Medium
545,32,Low
545,33,Medium
545,44,Medium
545,48,High
545,49,Medium
546,6,Low
546,12,Medium
546,15,Medium
546,16,Low
546,18,Medium
546,22,Low
546,29,High
546,31,Low
546,32,Low
546,34,Unknown
546,35,Medium
546,38,High
546,42,Low
546,46,Unknown
546,50,Medium
547,2,Medium
547,3,Low
547,10,Low
547,12,Low
547,17,Unknown
547,26,Low
547,30,High
547,31,Low
547,33,Medium
547,41,Unknown
547,42,High
547,43,Medium
547,50,Low
548,5,Medium
548,17,Low
548,18,Medium
548,20,Low
548,21,High
548,22,Unknown
548,27,Low
548,29,Unknown
548,35,Medium
548,41,Medium
548,48,Low
549,1,Medium
549,5,Low
549,10,High
549,11,Medium
549,13,Low
549,19,Medium
549,21,Low
549,23,Low
549,25,Low
549,28,Low
549,33,Unknown
549,36,Unknown
549,44,High
549,45,Medium
549,47,Low
549,48,Medium
550,1,Medium
550,2,High
550,3,Medium
550,12,High
550,14,High
550,17,Low
550,24,Low
550,25,Medium
550,28,Medium
550,34,High
550,35,High
550,39,Medium
550,40,Low
551,1,High
551,10,Unknown
551,13,Low
551,16,Low
551,20,Low
551,22,High
551,31,Low
551,39,Low
551,41,Low
551,46,Low
551,48,Low
551,49,Medium
551,50,Low
552,3,Medium
552,7,Unknown
552,8,Medium
552,15,Medium
552,16,Low
552,17,Medium
552,28,Medium
552,39,High
552,43,High
552,49,High
552,50,Low
553,2,Low
553,7,Medium
553,11,High
553,13,Medium
553,20,Medium
553,39,Medium
553,40,Medium
553,45,Medium
553,46,Low
553,47,Unknown
553,49,High
553,50,Low
554,3,Medium
554,7,Low
554,8,Low
554,12,Unknown
554,13,Low
554,16,Medium
554,17,Medium
554,18,Medium
554,20,Low
554,22,Low
554,24,Unknown
554,30,Medium
554,32,Unknown
554,37,Low
554,44,High
554,45,High
554,48,High
555,8,Unknown
555,9,Medium
555,10,Low
555,13,Medium
555,20,Unknown
555,22,Unknown
555,25,Unknown
555,31,High
555,37,Low
555,42,High
555,43,Unknown
555,45,Medium
555,46,Medium
556,1,Low
556,8,Medium
556,10,Unknown
556,13,Unknown
556,15,High
556,16,Low
556,18,Unknown
556,22,Low
556,26,Low
556,31,Unknown
556,33,Unknown
556,37,Medium
556,43,Unknown
556,47,High
556,49,Medium
556,50,Medium
557,2,Low
557,5,Low
557,11,Low
557,12,Medium
557,18,Low
557,22,Medium
557,23,Low
557,29,High
557,33,Low
557,37,Medium
557,46,High
557,47,Unknown
557,48,High
558,7,Unknown
558,9,Unknown
558,12,Unknown
558,15,Unknown
558,16,High
558,17,Medium
558,20,Medium
558,32,Unknown
558,33,Low
558,36,Medium
559,5,High
559,13,Unknown
559,15,Medium
559,16,Low
559,18,Medium
559,21,Low
559,22,Medium
559,27,High
559,28,Medium
559,32,Medium
559,33,Medium
559,34,High
559,36,Low
559,40,Low
559,46,Medium
560,8,Medium
560,9,Medium
560,10,Unknown
560,12,Low
560,13,Medium
560,20,Medium
560,21,Unknown
560,23,Low
560,27,Low
560,29,Unknown
560,38,Medium
560,42,Low
560,45,Low
561,1,Low
561,5,High
561,6,High
561,12,Unknown
561,15,Low
561,21,Medium
561,24,Low
561,27,Low
561,28,Unknown
561,33,Unknown
561,36,Low
561,45,Low
561,46,Unknown
561,49,Unknown
562,18,Medium
562,22,Medium
562,23,Medium
562,28,Medium
562,30,Medium
562,32,Medium
562,40,Unknown
562,42,Medium
562,44,Low
562,47,Medium
562,49,Medium
563,6,Low
563,16,Medium
563,18,Low
563,19,Unknown
563,20,Low
563,22,Unknown
563,24,High
563,27,Low
563,28,Unknown
563,32,Low
563,37,Unknown
563,43,Unknown
563,44,Low
563,46,High
563,47,Medium
563,49,Medium
564,1,Medium
564,4,Low
564,5,Medium
564,10,Low
564,11,Medium
564,12,Unknown
564,17,High
564,18,Low
564,19,High
564,21,Low
564,34,Medium
564,35,Medium
564,37,Medium
564,49,Medium
565,1,Medium
565,2,Unknown
565,3,Low
565,4,Low
565,5,Medium
565,7,Low
565,9,Low
565,18,Low
565,19,High
565,20,Low
565,34,Medium
565,36,Medium
565,37,Low
565,39,Medium
565,40,Medium
565,46,Unknown
566,1,Low
566,2,Unknown
566,3,Medium
566,4,Unknown
566,5,Unknown
566,9,Medium
566,10,Unknown
566,13,Medium
566,18,Medium
566,19,Low
566,22,Medium
566,28,Medium
566,31,Low
566,34,Unknown
566,38,Low
566,40,Medium
566,42,Low
566,45,High
566,47,High
566,49,Unknown
566,50,Unknown
567,2,High
567,6,Unknown
567,13,Low
567,18,High
567,19,Medium
567,22,Medium
567,24,Low
567,25,Medium
567,26,Low
567,30,Unknown
567,31,Medium
567,36,Medium
567,39,Medium
567,40,Unknown
567,42,Low
567,45,Unknown
567,48,Medium
568,2,Medium
568,5,Medium
568,10,Low
568,13,Low
568,16,Unknown
568,18,Medium
568,21,Medium
568,24,Low
568,28,Medium
568,29,Unknown
568,31,Unknown
568,32,Medium
568,33,Medium
568,34,Medium
568,35,Medium
568,38,Low
568,40,Medium
568,44,Low
568,50,Low
569,1,Low
569,2,High
569,7,Unknown
569,8,Low
569,12,Low
569,18,Medium
569,19,High
569,24,Low
569,25,Unknown
569,26,Low
569,30,High
569,39,Low
569,43,Medium
569,44,Unknown
569,45,High
569,49,Low
569,50,High
570,1,Low
570,3,Medium
570,11,Low
570,12,Medium
570,13,Medium
570,15,Medium
570,17,Medium
570,19,Unknown
570,22,High
570,29,Low
570,31,Low
570,35,Medium
570,37,Medium
570,47,Low
570,49,Low
570,50,High
571,2,Medium
571,6,Low
571,7,Unknown
571,9,Medium
571,12,Unknown
571,13,Low
571,23,High
571,24,Low
571,25,Medium
571,40,Unknown
571,42,Unknown
571,43,Low
571,44,Medium
571,48,Medium
572,2,Low
572,4,Unknown
572,7,Medium
572,16,Unknown
572,17,Medium
572,18,Medium
572,21,High
572,26,Low
572,28,Medium
572,33,High
572,37,Medium
572,38,Medium
572,39,Medium
573,10,High
573,13,Low
573,14,Low
573,15,Unknown
573,16,Unknown
573,17,Low
573,18,Low
573,20,Medium
573,24,Low
573,27,Medium
573,29,High
573,33,Medium
573,36,Low
573,38,Low
573,43,High
573,49,Unknown
574,5,Unknown
574,8,Medium
574,9,Low
574,11,Low
574,13,Medium
574,19,Medium
574,20,Medium
574,25,Medium
574,26,Unknown
574,27,Medium
574,30,Unknown
574,32,Medium
574,33,Medium
574,35,Low
574,38,Low
574,40,High
574,42,High
574,44,Medium
574,47,Low
574,48,High
574,49,Medium
575,2,High
575,6,Medium
575,7,Medium
575,9,Unknown
575,10,High
575,11,Low
575,13,Medium
575,16,Low
575,22,Low
575,23,Low
575,24,Low
575,26,Unknown
575,27,Medium
575,30,Medium
575,33,High
575,38,Low
575,42,Medium
575,46,High
575,49,Low
576,1,Low
576,2,Medium
576,4,Unknown
576,5,Low
576,10,Medium
576,11,Medium
576,17,Unknown
576,20,Low
576,21,Medium
576,24,Unknown
576,25,Low
576,30,High
576,32,Low
576,33,Low
576,36,Medium
576,39,High
576,40,Low
576,43,High
576,45,High
576,46,Medium
576,49,Low
577,8,Low
577,14,Medium
577,18,Low
577,19,Medium
577,26,High
577,28,Medium
577,31,Medium
577,36,Medium
577,43,Unknown
577,44,Unknown
577,45,Medium
577,47,Medium
577,48,Low
577,49,Medium
577,50,Medium
578,1,Medium
578,4,Low
578,5,Unknown
578,10,Unknown
578,16,Medium
578,17,High
578,22,Unknown
578,25,Medium
578,26,Low
578,30,Medium
578,31,Unknown
578,35,High
578,38,High
578,40,Low
578,48,Low
579,2,Low
579,3,Low
579,6,Unknown
579,7,Low
579,11,Medium
579,12,Medium
579,18,Medium
579,21,Unknown
579,25,Medium
579,28,Medium
579,29,Unknown
579,32,High
579,33,High
579,41,Low
579,44,Low
579,48,Low
580,6,Low
580,7,Low
580,14,Unknown
580,15,Unknown
580,19,Medium
580,23,Medium
580,24,Medium
580,26,Unknown
580,27,Unknown
580,28,Low
580,29,Medium
580,33,Low
580,34,Low
580,40,Medium
580,41,Medium
581,4,Medium
581,7,Medium
581,8,Low
581,9,High
581,10,Unknown
581,15,Medium
581,17,High
581,25,Medium
581,27,Medium
581,29,High
581,35,Low
581,37,Medium
581,39,Unknown
581,41,Low
581,42,Medium
582,14,Low
582,18,Medium
582,22,Medium
582,27,Low
582,28,Medium
582,31,Medium
582,37,High
582,41,Unknown
582,44,Unknown
582,48,Low
583,2,Unknown
583,3,Medium
583,4,Medium
583,6,High
583,12,Low
583,13,Low
583,14,Medium
583,16,Low
583,17,Low
583,22,Medium
583,28,Medium
583,35,Unknown
583,37,Medium
583,39,Low
583,40,High
583,43,High
583,46,Medium
583,49,Unknown
584,4,Low
584,6,Low
584,8,Low
584,11,Low
584,22,High
584,24,High
584,26,Low
584,28,Low
584,30,Low
584,31,Unknown
584,37,Medium
584,39,High
584,40,Low
584,45,Medium
584,50,Low
585,1,Medium
585,3,Medium
585,4,Low
585,6,Low
585,10,Unknown
585,20,Low
585,28,Medium
585,31,Medium
585,36,High
585,46,High
585,49,Unknown
586,1,Low
586,2,Unknown
586,3,Unknown
586,5,Low
586,12,Low
586,13,Medium
586,15,Unknown
586,16,Unknown
586,21,Medium
586,24,Low
586,25,Low
586,30,High
586,33,Unknown
586,34,Unknown
586,37,Low
586,38,Unknown
586,44,High
586,49,High
587,3,Low
587,6,Medium
587,14,Medium
587,17,Medium
587,20,Low
587,21,Medium
587,33,Medium
587,36,Low
587,38,Medium
587,39,Medium
587,42,High
587,45,Medium
587,49,Unknown
588,2,Medium
588,9,High
588,11,Medium
588,13,Unknown
588,15,Low
588,22,High
588,24,Medium
588,26,Low
588,29,Medium
588,32,Medium
588,44,Medium
588,46,Medium
588,50,Medium
589,3,Medium
589,7,Medium
589,12,High
589,18,Medium
589,24,Medium
589,28,Low
589,29,Unknown
589,30,Unknown
589,33,Medium
589,36,Unknown
589,37,Low
589,41,Medium
589,44,High
589,48,Low
589,50,High
590,3,High
590,4,Unknown
590,14,High
590,16,High
590,18,Unknown
590,21,Low
590,28,High
590,29,Low
590,33,Unknown
590,34,Medium
590,35,Low
590,36,High
590,37,Unknown
590,42,Medium
590,44,Low
590,47,Medium
590,48,Medium
590,49,Unknown
591,4,Medium
591,5,Low
591,7,Unknown
591,9,Medium
591,10,Low
591,12,High
591,13,Low
591,14,Unknown
591,15,Unknown
591,18,High
591,21,High
591,24,High
591,25,Medium
591,30,Unknown
591,31,Medium
591,34,Unknown
591,38,Medium
591,43,High
591,45,High
591,47,Low
591,49,Low
592,4,Unknown
592,10,Low
592,18,Unknown
592,19,Unknown
592,25,Low
592,37,High
592,46,Medium
592,48,Medium
593,2,High
593,9,Low
593,12,Unknown
593,21,Low
593,22,Unknown
593,27,Low
593,28,Medium
593,34,Low
593,37,Medium
593,46,Medium
594,6,Unknown
594,7,Medium
594,11,Low
594,16,Unknown
594,23,Low
594,27,Low
594,30,Low
594,31,Medium
594,36,Low
594,38,Low
594,39,High
594,43,High
594,45,Unknown
594,46,Low
594,50,Low
595,6,Unknown
595,8,Medium
595,12,High
595,15,Low
595,21,Medium
595,27,Medium
595,28,Medium
595,29,Unknown
595,37,Unknown
595,38,High
595,39,Medium
595,40,Low
595,41,Low
595,43,Low
595,46,Low
595,50,Low
596,2,Unknown
596,11,High
596,14,Low
596,15,Medium
596,19,Low
596,24,Medium
596,31,Medium
596,38,High
596,43,Medium
597,3,Medium
597,5,Unknown
597,7,Low
597,8,Medium
597,12,Medium
597,14,Low
597,15,Low
597,16,Unknown
597,17,Medium
597,20,Medium
597,23,Low
597,24,High
597,27,Low
597,31,Low
597,32,Medium
597,34,High
597,40,Medium
597,41,Medium
597,43,Unknown
597,45,High
597,50,Medium
598,6,High
598,12,Medium
598,13,Medium
598,15,High
598,18,High
598,20,High
598,24,High
598,33,Medium
598,34,Medium
598,40,Unknown
598,43,Low
598,49,Low
598,50,Unknown
599,1,High
599,5,Low
599,9,Medium
599,11,Medium
599,12,Low
599,13,High
599,15,Low
599,17,High
599,18,Low
599,20,High
599,26,Low
599,27,High
599,28,Low
599,32,Low
599,33,High
599,36,Low
599,38,Low
599,50,Low
600,1,Medium
600,3,Low
600,6,Low
600,7,Medium
600,10,Low
600,13,Low
600,15,High
600,26,High
600,27,Medium
600,31,Low
600,33,Medium
600,34,Low
600,36,Low
600,38,Low
600,41,High
600,42,High
600,47,Low
601,3,Low
601,4,Low
601,5,Medium
601,7,Medium
601,8,High
601,10,Low
601,13,Unknown
601,15,Unknown
601,17,High
601,18,High
601,19,High
601,21,High
601,22,Low
601,30,Unknown
601,31,Low
601,40,Unknown
601,43,Unknown
601,46,Low
601,49,Low
601,50,High
602,6,Medium
602,9,Medium
602,13,Medium
602,14,High
602,15,Low
602,17,Medium
602,20,Medium
602,21,Low
602,22,High
602,26,Medium
602,32,Medium
602,36,Unknown
602,42,Low
602,44,Medium
602,50,Medium
603,4,High
603,5,Medium
603,6,Unknown
603,9,Unknown
603,15,Low
603,23,Unknown
603,24,Low
603,34,Low
603,35,Low
603,37,Low
603,39,Medium
603,40,Unknown
603,42,Unknown
603,43,Low
603,45,Medium
603,49,Low
604,2,Low
604,3,High
604,11,High
604,13,Medium
604,16,Medium
604,21,Low
604,22,Medium
604,26,Unknown
604,30,Medium
604,31,Medium
604,34,High
604,36,Low
604,38,Medium
604,40,Unknown
604,41,Unknown
604,43,Low
604,44,High
604,46,Medium
604,50,Unknown
605,3,Medium
605,7,Medium
605,8,Low
605,10,Medium
605,17,Unknown
605,19,Low
605,22,Medium
605,24,High
605,27,High
605,36,Low
605,38,Medium
605,40,Low
605,41,Low
605,46,High
605,50,Medium
606,1,Low
606,5,Low
606,8,Low
606,12,Low
606,13,Low
606,15,Low
606,20,Low
606,21,Medium
606,26,Low
606,37,Low
606,38,Low
606,40,Low
606,44,Unknown
606,45,Low
606,49,Low
607,3,High
607,4,High
607,7,Unknown
607,10,Medium
607,14,Low
607,15,Medium
607,18,Unknown
607,19,Medium
607,21,Medium
607,22,Unknown
607,31,Medium
607,32,Low
607,36,Unknown
607,40,Medium
607,50,Medium
608,3,Low
608,7,High
608,9,Medium
608,17,Medium
608,18,Low
608,19,Low
608,24,Medium
608,29,Low
608,30,Medium
608,39,Low
608,46,Low
608,47,High
609,15,Unknown
609,23,Medium
609,25,Unknown
609,26,Low
609,34,Medium
609,37,High
609,41,Medium
609,43,Low
609,44,Low
610,4,Low
610,12,High
610,15,High
610,19,High
610,21,Medium
610,26,Medium
610,33,Low
610,46,High
610,47,Low
611,6,Low
611,7,Low
611,10,Medium
611,11,Medium
611,15,High
611,16,Medium
611,20,High
611,21,Low
611,24,High
611,28,Medium
611,30,Unknown
611,32,Low
611,33,Low
611,35,High
611,37,Medium
611,39,Low
611,40,High
611,41,Medium
611,42,Low
611,43,Medium
611,47,Unknown
612,12,High
612,15,High
612,29,Low
612,30,Unknown
612,35,Low
612,36,High
612,39,High
612,41,Medium
612,42,Unknown
612,44,Medium
613,6,Medium
613,7,Low
613,8,Low
613,9,Medium
613,10,Medium
613,11,Low
613,12,Unknown
613,15,Medium
613,25,Medium
613,26,Unknown
613,28,High
613,33,Low
613,39,Medium
613,46,Medium
613,50,Unknown
614,1,Medium
614,5,Unknown
614,7,Medium
614,8,High
614,11,Medium
614,13,Medium
614,14,Medium
614,25,Low
614,27,Low
614,41,Medium
614,42,Low
614,44,Unknown
615,5,High
615,8,Medium
615,11,Low
615,14,Medium
615,16,Medium
615,17,High
615,20,Medium
615,21,Medium
615,33,Low
615,44,Low
615,46,Medium
615,47,High
615,48,Low
616,11,Unknown
616,19,Low
616,22,Low
616,27,High
616,28,Medium
616,31,Medium
616,32,High
616,33,High
616,34,Medium
616,38,Medium
616,41,Low
616,42,High
616,44,Low
616,49,Medium
617,1,Low
617,3,Unknown
617,5,Medium
617,8,Medium
617,10,Low
617,11,Low
617,17,Medium
617,19,Medium
617,36,High
617,38,Medium
617,40,High
617,41,Low
617,46,Low
618,2,Low
618,3,Low
618,4,Medium
618,5,Unknown
618,7,Medium
618,10,Unknown
618,17,Low
618,21,Unknown
618,27,Low
618,28,Unknown
618,36,Unknown
618,37,Unknown
618,38,Medium
618,42,Medium
618,45,Low
619,2,Medium
619,4,High
619,5,Medium
619,11,Medium
619,16,Medium
619,17,High
619,18,Unknown
619,19,Low
619,30,Low
619,32,Low
619,34,High
619,38,Medium
619,39,High
619,41,High
619,46,Low
619,47,Medium
619,48,Low
620,2,Unknown
620,6,High
620,16,Low
620,23,Medium
620,28,Low
620,29,High
620,33,Low
620,38,Low
620,43,High
620,44,Medium
620,46,Low
620,49,Medium
621,2,Medium
621,3,High
621,5,Medium
621,13,Unknown
621,16,Low
621,19,Unknown
621,20,Medium
621,27,Unknown
621,35,Medium
621,36,Low
621,39,Medium
621,41,Unknown
621,45,Medium
621,49,Medium
621,50,Unknown
622,7,Medium
622,9,Low
622,12,Low
622,20,Low
622,23,Low
622,25,High
622,29,Low
622,33,High
622,35,Medium
622,36,Medium
622,46,Medium
622,47,High
622,48,Unknown
623,4,Medium
623,13,Low
623,14,Unknown
623,16,Low
623,18,High
623,19,Low
623,22,Low
623,27,Unknown
623,31,High
623,32,Low
623,33,Medium
623,36,Low
623,39,Medium
623,40,Medium
623,43,Low
624,1,Medium
624,7,Medium
624,11,Medium
624,13,Medium
624,23,Medium
624,24,High
624,26,Low
624,27,Low
624,31,Low
624,33,Medium
624,34,Medium
624,35,Medium
624,36,Low
624,40,Low
624,43,Unknown
624,44,Medium
625,2,Medium
625,4,Unknown
625,5,Unknown
625,10,Medium
625,13,Low
625,14,Low
625,15,Medium
625,16,High
625,18,Unknown
625,20,High
625,24,Medium
625,26,Medium
625,27,Low
625,31,High
625,33,Unknown
625,35,Medium
625,41,Low
625,42,Low
625,45,High
625,46,Medium
625,47,Medium
625,49,Medium
626,3,Medium
626,14,Low
626,17,Low
626,18,Unknown
626,20,Low
626,22,Low
626,23,Medium
626,24,Medium
626,35,Medium
626,37,High
626,38,Medium
626,43,High
626,46,Medium
626,47,High
626,50,High
627,3,Unknown
627,10,Unknown
627,14,Medium
627,22,Medium
627,29,High
627,32,Low
627,33,Medium
627,37,Unknown
627,41,Low
627,42,Medium
627,43,Medium
627,44,High
627,45,Unknown
627,47,Low
628,2,Low
628,4,Low
628,8,Low
628,10,High
628,12,Unknown
628,15,Unknown
628,16,High
628,20,Unknown
628,22,Medium
628,23,Low
628,25,Low
628,26,High
628,27,High
628,30,Low
628,34,Unknown
628,37,High
628,41,Low
628,43,High
628,45,High
628,47,Unknown
629,7,Low
629,11,Medium
629,12,Unknown
629,13,Unknown
629,15,Medium
629,20,Unknown
629,37,Low
629,38,Medium
629,46,Unknown
629,50,Low
630,2,Low
630,3,Medium
630,10,High
630,11,Low
630,15,High
630,22,Low
630,23,Low
630,24,High
630,29,Medium
630,30,Low
630,36,Medium
630,40,High
630,41,Low
630,42,Low
630,45,Low
630,46,Medium
630,50,Low
631,9,Unknown
631,10,High
631,11,Medium
631,13,Medium
631,17,Medium
631,19,Low
631,21,Unknown
631,22,Medium
631,24,Low
631,25,Low
631,27,High
631,28,Low
631,29,High
631,30,Unknown
631,34,Low
631,35,Low
631,38,Low
631,40,Low
631,44,High
631,46,Low
631,47,Medium
631,48,Medium
632,3,Unknown
632,6,Medium
632,8,Low
632,9,Low
632,10,High
632,13,High
632,18,Medium
632,21,Unknown
632,23,High
632,24,Low
632,32,Low
632,38,Medium
632,40,Medium
632,47,Medium
633,4,Low
633,10,Medium
633,12,Low
633,13,Medium
633,14,High
633,16,Medium
633,17,Low
633,20,Low
633,21,Low
633,33,Low
633,34,Medium
633,38,High
633,41,Low
633,45,Low
633,48,Unknown
633,49,Medium
634,3,High
634,4,Unknown
634,5,Medium
634,6,Medium
634,10,Medium
634,12,Low
634,15,Low
634,18,High
634,21,Medium
634,23,Medium
634,27,Low
634,28,Low
634,30,Low
634,31,High
